"Title,URL,""Downloaded (date)"",""Downloaded (UTC)"",Views,Overall,""Overall Issues"""
"Blærekreft cystektomi - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kreftkirurgi--kompetanse-og-kvalitet/organspesifikke-rad/blaerekreft-cystektomi?tidligere-versjoner,""7 Mar 2026"",06:25:38,0,81.4,62"
"§ 4-8 Opphevet - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/pasient-og-brukerrettighetsloven-med-kommentarer/samtykke-til-helsehjelp/opphevet?tidligere-versjoner,""7 Mar 2026"",06:23:41,0,86.4,51"
"Funn og resultater fra undersøkelser - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/henvisningsveileder/innholdet-i-henvisningen/funn-og-resultater-fra-undersokelser?tidligere-versjoner,""7 Mar 2026"",06:31:42,0,85.7,54"
"Nylig konstatert betydelig reduksjon av syn på ett øye - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/syn-9-13/nylig-konstatert-betydelig-reduksjon-av-syn-pa-ett-oye?tidligere-versjoner,""7 Mar 2026"",06:23:40,0,80.8,47"
"§ 1-8a. Politiets stengningsadgang - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholloven/kapittel-1-alminnelige-bestemmelser/-1-8a.politiets-stengningsadgang?tidligere-versjoner,""7 Mar 2026"",06:23:26,0,84,54"
"§ 4-7. Utøvelse av bevillingen - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholloven/kapittel-4-kommunale-skjenkebevillinger/-4-7.utovelse-av-bevillingen?tidligere-versjoner,""7 Mar 2026"",06:33:07,0,84.3,51"
"Ansvarlig for henvisning - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/peniskreft/inngang-til-pakkeforlop-for-peniskreft/ansvarlig-for-henvisning?tidligere-versjoner,""7 Mar 2026"",06:32:59,0,86.3,51"
"Evaluering av behandling - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/psykiske-lidelser-voksne/behandling-og-oppfolging/evaluering-av-behandling?tidligere-versjoner,""7 Mar 2026"",06:23:36,0,83.4,65"
"Psykisk utviklingshemming - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/psykiske-lidelser-og-svekkelser-33-34/psykisk-utviklingshemming?tidligere-versjoner,""7 Mar 2026"",06:31:09,0,85,46"
"Ekvipotenser for opioider - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/vanedannende-legemidler/pasientinformasjon-og-verktoy/konvertering-av-opioiddoser?tidligere-versjoner,""7 Mar 2026"",06:31:02,0,83.2,63"
"Filterfunksjon - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorhalskreft/inngang-til-pakkeforlop-for-livmorhalskreft/filterfunksjon?tidligere-versjoner,""7 Mar 2026"",06:29:26,0,86.3,51"
"Pneumoni, aspirasjonspneumoni - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/luftveisinfeksjoner-nedre/pneumoni-aspirasjonspneumoni?tidligere-versjoner,""7 Mar 2026"",06:28:51,0,82.9,57"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/eggstokkreft/utredning-av-eggstokkreft/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:27:19,0,84.5,55"
"Aspergillose, kronisk pulmonal - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/soppinfeksjoner-invasive/aspergillose-kronisk-pulmonal?tidligere-versjoner,""7 Mar 2026"",06:27:04,0,85.2,54"
"De hyppigst oppståtte komplikasjoner - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/myelomatose/behandling-av-myelomatose/de-hyppigst-oppstatte-komplikasjoner?tidligere-versjoner,""7 Mar 2026"",06:26:47,0,84.3,57"
"UVI ved nevrogen blæredysfunksjon - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/urinveisinfeksjoner/uvi-ved-nevrogen-blaeredysfunksjon?tidligere-versjoner,""7 Mar 2026"",06:26:44,0,83,57"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorhalskreft/behandling-av-livmorhalskreft/stottebehandling-og-sykepleie,""7 Mar 2026"",02:44:40,0,85.1,49"
"Pakkeforløp start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/registrering-av-koder-i-pakkeforlop-for-lymfomer/pakkeforlop-start,""7 Mar 2026"",02:38:24,0,82,57"
"Håndtering av tilbakefall - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/blaerekreft/oppfolging-og-kontroll-av-blaerekreft/handtering-av-tilbakefall,""7 Mar 2026"",02:38:43,0,82.6,55"
"Metodiske betraktninger - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/innbyggerundersokelsen-om-e-helse-2023/metode-og-rammeverk/metodiske-betraktninger,""7 Mar 2026"",02:38:47,0,80.9,77"
"Kategori - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/kategori,""7 Mar 2026"",02:38:48,0,84.6,56"
"§ 3-9. Utøvelse av bevillingen - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholloven/kapittel-3-salg-av-alkoholholdig-drikker/-3-9.utovelse-av-bevillingen,""7 Mar 2026"",02:40:16,0,70.7,76"
"§ 12. Hurtig saksbehandling - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/abortloven-med-kommentarer/vedtaksmyndighet-i-abortsaker/-12.hurtig-saksbehandling,""7 Mar 2026"",02:41:08,0,73.8,61"
"Pakkeforløp slutt - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/registrering-av-koder-i-pakkeforlop-for-lymfomer/pakkeforlop-slutt,""7 Mar 2026"",02:41:46,0,80.1,60"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/eggstokkreft/behandling-av-eggstokkreft/informasjon-og-dialog-med-pasienten,""7 Mar 2026"",02:39:30,0,82.3,55"
"§ 9. Gravide som mangler samtykkekompetanse - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/abortloven-med-kommentarer/krav-om-abort/-9.gravide-som-mangler-samtykkekompetanse,""7 Mar 2026"",02:41:57,0,66.3,90"
"Utredning start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/registrering-av-koder-i-pakkeforlop-for-nyrekreft/utredning-start,""7 Mar 2026"",02:42:07,0,85.8,51"
"Reaksjon - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/reaksjon,""7 Mar 2026"",02:45:18,0,85.9,48"
"Håndtering av tilbakefall - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/peniskreft/oppfolging-og-kontroller-av-peniskreft/handtering-av-tilbakefall,""7 Mar 2026"",02:42:43,0,80.9,58"
"Ansvarlig - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/kreft-i-skjoldbruskkjertelen/utredning-av-skjoldbruskkjertelkreft/ansvarlig,""7 Mar 2026"",02:44:29,0,84,58"
"Dagens beredskapsforsyning - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-legemiddelberedskap/dagens-legemiddelberedskap/dagens-beredskapsforsyning,""7 Mar 2026"",02:43:51,0,78.8,77"
"Skjoldbruskkjertelkreft - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kreftkirurgi--kompetanse-og-kvalitet/organspesifikke-rad/skjoldbruskkjertelkreft,""7 Mar 2026"",02:42:57,0,81.8,82"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/oppfolging-og-kontroll-av-nyrekreft/stottebehandling-og-sykepleie,""7 Mar 2026"",02:42:59,0,86.9,49"
"§ 9. Gravide som mangler samtykkekompetanse - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/abortloven-med-kommentarer/krav-om-abort/-9.gravide-som-mangler-samtykkekompetanse?tidligere-versjoner,""7 Mar 2026"",06:42:27,0,80.3,52"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/oppfolging-og-kontroll-av-nyrekreft/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:43:38,0,86.3,51"
"Håndtering av tilbakefall - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/blaerekreft/oppfolging-og-kontroll-av-blaerekreft/handtering-av-tilbakefall?tidligere-versjoner,""7 Mar 2026"",06:43:47,0,86.3,51"
"§ 1-10. Overdragelse, død og konkurs - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholloven/kapittel-1-alminnelige-bestemmelser/-1-10.overdragelse-dod-og-konkurs?tidligere-versjoner,""7 Mar 2026"",06:46:36,0,84.3,51"
"Beskrivelse - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-varslinger/beskrivelse?tidligere-versjoner,""7 Mar 2026"",06:46:21,0,84.9,54"
"Utredning - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/kreft-i-skjoldbruskkjertelen/utredning-av-skjoldbruskkjertelkreft/utredning?tidligere-versjoner,""7 Mar 2026"",06:43:53,0,86.3,51"
"Støttebehandling og sykepleie - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/livmorhalskreft/behandling-av-livmorhalskreft/stottebehandling-og-sykepleie?tidligere-versjoner,""7 Mar 2026"",06:46:17,0,86.3,51"
"Håndtering av tilbakefall - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/peniskreft/oppfolging-og-kontroller-av-peniskreft/handtering-av-tilbakefall?tidligere-versjoner,""7 Mar 2026"",06:43:58,0,86.3,51"
"Utredning start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/registrering-av-koder-i-pakkeforlop-for-nyrekreft/utredning-start?tidligere-versjoner,""7 Mar 2026"",06:46:04,0,86.4,51"
"§ 3-9. Utøvelse av bevillingen - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/alkoholloven/kapittel-3-salg-av-alkoholholdig-drikker/-3-9.utovelse-av-bevillingen?tidligere-versjoner,""7 Mar 2026"",06:45:52,0,84.4,51"
"Dødsdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/registrering-av-iplos-data-i-kommunen/rapportering-av-person-og-boforhold/dodsdato?tidligere-versjoner,""7 Mar 2026"",06:45:01,0,82.4,54"
"§ 12. Hurtig saksbehandling - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/abortloven-med-kommentarer/vedtaksmyndighet-i-abortsaker/-12.hurtig-saksbehandling?tidligere-versjoner,""7 Mar 2026"",06:44:56,0,86.3,51"
"Skjoldbruskkjertelkreft - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/kreftkirurgi--kompetanse-og-kvalitet/organspesifikke-rad/skjoldbruskkjertelkreft?tidligere-versjoner,""7 Mar 2026"",06:41:54,0,84.8,63"
"Ansvarlig - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/kreft-i-skjoldbruskkjertelen/utredning-av-skjoldbruskkjertelkreft/ansvarlig?tidligere-versjoner,""7 Mar 2026"",06:40:04,0,86.3,51"
"Kategori - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/kategori?tidligere-versjoner,""7 Mar 2026"",06:40:29,0,86.3,51"
"Haemophilusmeningitt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-sentralnervesystemet/haemophilusmeningitt?tidligere-versjoner,""7 Mar 2026"",06:39:39,0,83.6,64"
"Meningokokkmeningitt - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/infeksjoner-i-sentralnervesystemet/meningokokkmeningitt?tidligere-versjoner,""7 Mar 2026"",06:38:20,0,83.6,64"
"Informasjon og dialog med pasienten - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/eggstokkreft/behandling-av-eggstokkreft/informasjon-og-dialog-med-pasienten?tidligere-versjoner,""7 Mar 2026"",06:38:14,0,84.5,55"
"§ 28.Ikrafttredelse og overgangsregler - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/abortloven-med-kommentarer/ikrafttredelse-mv/-28.ikrafttredelse-og-overgangsregler?tidligere-versjoner,""7 Mar 2026"",06:43:22,0,84.4,51"
"""Muntlig kjøreforbud"" - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/forers-ansvar-egenerklaring-meldeplikten-2-3/muntlig-kjoreforbud?tidligere-versjoner,""7 Mar 2026"",06:37:47,0,85,46"
"2.4 Virkeområde - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/assistert-befruktning-med-donoregg-og-donorsaed/generelle-bestemmelser/virkeomrade?tidligere-versjoner,""7 Mar 2026"",06:37:40,0,81.5,65"
"Pakkeforløp slutt - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/registrering-av-koder-i-pakkeforlop-for-lymfomer/pakkeforlop-slutt?tidligere-versjoner,""7 Mar 2026"",06:37:17,0,84.4,57"
"Infisert eksem - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-primaerhelsetjenesten/hud-og-blotdelsinfeksjoner/infisert-eksem?tidligere-versjoner,""7 Mar 2026"",06:43:07,0,82.2,94"
"Vanedannende legemidler bør ikke gis i multidose - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/vanedannende-legemidler/multidose/vanedannende-legemidler-bor-ikke-gis-i-multidose?tidligere-versjoner,""7 Mar 2026"",06:40:40,0,81.1,55"
"Pakkeforløp start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/lymfomer/registrering-av-koder-i-pakkeforlop-for-lymfomer/pakkeforlop-start?tidligere-versjoner,""7 Mar 2026"",06:43:20,0,84.4,57"
"Postoperative sårinfeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/hud-og-blotdelsinfeksjoner/postoperative-sarinfeksjoner?tidligere-versjoner,""7 Mar 2026"",06:42:33,0,82.1,52"
"Reaksjon - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/reaksjon?tidligere-versjoner,""7 Mar 2026"",06:42:17,0,86.3,51"
"Håndtering av tilbakefall - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/foflekkreft/oppfolging-og-kontroll-av-foflekkreft/handtering-av-tilbakefall?tidligere-versjoner,""7 Mar 2026"",06:41:12,0,86.4,51"
"Diabetiske fotsårinfeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/hud-og-blotdelsinfeksjoner/diabetiske-fotsarinfeksjoner?tidligere-versjoner,""7 Mar 2026"",06:41:39,0,82.1,52"
"Kontroll - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/bukspyttkjertelkreft/oppfolging-og-kontroll-av-bukspyttkjertelkreft/kontroll,""7 Mar 2026"",02:51:51,0,81.5,76"
"Rehabilitering - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nevroendokrine-svulster/behandling-av-nevroendokrine-svulster/rehabilitering,""7 Mar 2026"",02:52:23,0,82.3,55"
"Behandling start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/registrering-av-koder-i-pakkeforlop-for-nyrekreft/behandling-start,""7 Mar 2026"",02:52:23,0,82.9,57"
"§ 8-2. Ikrafttredelse - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/psykisk-helsevernloven-med-kommentarer/forskjellige-bestemmelser/8-2-ikrafttredelse,""7 Mar 2026"",02:46:32,0,75.9,75"
"Hovedprinsipp for sammenstilling av elementer - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/norske-bruksnavn-i-nlk/retningslinjer/hovedprinsipp-for-sammenstilling-av-elementer,""7 Mar 2026"",02:50:07,0,76.6,88"
"Serveringsbransjen - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/saltpartnerskapet-2015-2018-fremdrift-og-maloppnaelse/resultater/serveringsbransjen,""7 Mar 2026"",02:51:46,0,79.5,111"
"Inntrykk av Helsenorge - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/helsepersonellundersokelsen-om-e-helse-2023/funn-og-analyser/inntrykk-av-helsenorge,""7 Mar 2026"",02:51:34,0,80.6,95"
"Diskusjon av resultater - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-kartlegging-av-mat-og-maltider-i-sykehus/diskusjon/diskusjon-av-resultater,""7 Mar 2026"",02:46:58,0,78.8,338"
"Forutsetning for implementering - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utrede-etablering-av-praksiskontor/rammebetingelser/forutsetning-for-implementering,""7 Mar 2026"",02:47:08,0,80.5,72"
"Gjennomgang av tilganger - Helsedirektoratet,https://www.helsedirektoratet.no/normen/tilgang-til-helse-og-personopplysninger/kontroll-av-tilganger/gjennomgang-av-tilganger,""7 Mar 2026"",02:51:13,0,82,75"
"Sluttdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/sluttdato,""7 Mar 2026"",02:55:08,0,86.4,51"
"Handlingsprogram og Nye metoder - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/brystkreft--handlingsprogram/metode-og-prosess/handlingsprogram-og-nye-metoder,""7 Mar 2026"",02:49:41,0,83.3,94"
"Vedlegg A: Om datagrunnlaget - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kontroll-av-tvangsbruk-i-psykisk-helsevern-2023/vedlegg/vedlegg-a-om-datagrunnlaget,""7 Mar 2026"",02:48:55,0,80,83"
"Innledning - Helsedirektoratet,https://www.helsedirektoratet.no/normen/rettigheter-ved-behandling-av-helse-og-personopplysninger/retten-til-innsyn/innledning,""7 Mar 2026"",02:48:36,0,80.9,91"
"Spørsmål og svar-tekstar - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/store-sprakmodellar-i-helse-og-omsorgstenesta/treningsdata/sporsmal-og-svar-tekstar,""7 Mar 2026"",02:47:13,0,80.1,87"
"§ 9a. Lukke avvik - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/ledelse-og-kvalitetsforbedring-i-helse-og-omsorgstjenesten/korrigere/9a-lukke-avvik,""7 Mar 2026"",02:47:27,0,80.7,66"
"Kommentar - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/kommentar,""7 Mar 2026"",02:47:37,0,87.8,48"
"Dagens beredskapslovgivning - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-legemiddelberedskap/dagens-legemiddelberedskap/dagens-beredskapslovgivning,""7 Mar 2026"",02:47:49,0,79.2,98"
"Bakgrunn - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/hjernesvulster-generelt-hos-voksne-handlingsprogram/metode-og-prosess/bakgrunn,""7 Mar 2026"",02:48:09,0,80.4,90"
"Ansvarlig for henvisning - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/foflekkreft/inngang-til-pakkeforlop-for-foflekkreft/ansvarlig-for-henvisning,""7 Mar 2026"",02:52:51,0,86.5,48"
"Om analysene og begrepsbruk - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/innbyggerundersokelsen-om-e-helse-2023/funn-og-analyser/om-analysene-og-begrepsbruk,""7 Mar 2026"",02:53:07,0,80.1,97"
"Forløpstid - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/primaer-leverkreft/inngang-til-pakkeforlop-for-primaer-leverkreft/forlopstid,""7 Mar 2026"",02:54:33,0,84.4,57"
"Startdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/startdato,""7 Mar 2026"",02:52:42,0,86.4,51"
"Pneumocystis jirovecii-pneumoni - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/soppinfeksjoner-invasive/pneumocystis-jirovecii-pneumoni?tidligere-versjoner,""7 Mar 2026"",06:54:32,0,84,54"
"Ansvarlig for henvisning - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/foflekkreft/inngang-til-pakkeforlop-for-foflekkreft/ansvarlig-for-henvisning?tidligere-versjoner,""7 Mar 2026"",06:54:29,0,86.4,51"
"Acrodermatitis chronica atroficans (ACA) - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/borreliainfeksjon/acrodermatitis-chronica-atroficans-aca?tidligere-versjoner,""7 Mar 2026"",06:54:27,0,80.3,60"
"Opplysningsplikt til barnevernet - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/taushetsplikt-og-opplysningsplikt/opplysningsplikt/opplysningsplikt-til-barnevernet?tidligere-versjoner,""7 Mar 2026"",06:54:25,0,86.8,55"
"§ 39. Plikt til å føre journal - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/helsepersonelloven-med-kommentarer/dokumentasjonsplikt/-39.plikt-til-a-fore-journal?tidligere-versjoner,""7 Mar 2026"",06:52:12,0,88,97"
"Sluttdato - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-overfolsomhet/sluttdato?tidligere-versjoner,""7 Mar 2026"",06:53:38,0,86.3,51"
"Kontroll - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/bukspyttkjertelkreft/oppfolging-og-kontroll-av-bukspyttkjertelkreft/kontroll?tidligere-versjoner,""7 Mar 2026"",06:53:31,0,84.3,57"
"Behandling start - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/nyrekreft/registrering-av-koder-i-pakkeforlop-for-nyrekreft/behandling-start?tidligere-versjoner,""7 Mar 2026"",06:53:22,0,86.4,51"
